id,tweet,label
3696733611,I feeeel like shit today...I think everyone in my school is getting swine flu. Its a problem.,0
3697399811,Never took swine flu very seriously. But school now orders us make sure to wash hands and will oversee free vaccinations. Should I worry? :S,1
3698883604,"RT @barbaragancia: Saudi Arabia man suspectd 2 b dual infected with bird and swine flu. Só falta ele começar a cantar: ""Ouviram do Ipira ...",0
3699898010,Getting dangerously close to completing the second draft of Morpheus #1...slowed down a bit by the flu.,0
3700429610,"@Japanator I should've clarified: the concern was the swine flu H1N1, not avian  =/  But the latest news says it's normal flu, I think",1
3701113107,"Getting new hair tonight- yay! well a new style- im excited, Kelsey said i have 2 wear one of those swine flu masks so i dont get her sick!!",1
3702670105,"jennatar: @rotokirby I hope this isn't YOUR flu, sir. Anyway, it's OK! We're getting ice cream for me to gargle... http://bit.ly/g7xSX",0
3702845605,orange hiC & matilda is on. big furniture moved in my new room. I feel like I'm getting the flu. need a hug.,0
3702873504,@TannersDad .. its just the flu!   I now have it... and one of my friends is just getting over it.,0
3703180506,"@aplusk ha. wow, that is cool. yeah, still not getting a flu shot. but, i'll probably cover up when i sneeze.",1
4086707903,"What's the difference between swine flu and bird flu? One has a tweetment, the other is an ointment. #fb",1
4087547110,@TurboBFF nice to see you have recovered from the Bird Flu,0
4087616608,going over to a friends house to check on her son. he has the flu and i am worried about him,0
4088122702,"May be getting a flu, so of course I'm going out: 4th Wall Project, dinner, @craignb bday party, THUNDERDOME 3D. Where am I sleeping 2nite??",1
3704931101,"H1N1 is a farce. Only 700 ppl died compared to 36,000 frm the regular flu worldwide. I think the only disease is that of fear.",1
4091174402,"sad and worried, my 4 year old grandson in hospital with swine flu, it has his asthma acting up.",0
4092428910,"Darlington battling the flu this week, but s'western playing tough after getting drilled by mineral pointast week.",0
3707096204,Today looks like another raining day. Not feel good and getting flu now. Hope it is not H1N1.,0
3708853202,"Im not getting any worse, so probably its just an ordinary flu och cold",0
4099115210,Sudafed: fail Time for Robitussin Nighttime Cold & Flu. I fear I'm getting attacked by rhino(virus). It's been a while rhino. Game on!,0
4099312511,"Time to get some breakfast. I've been up for 3 hours, but unable to stomach getting breakfast. Bloody man-flu. At least it's fading a bit.",0
3710551711,"this little piggie should be scared of you! you can give him the flu! good thing he's in a nice hog hilton, protected from your germs!",1
3710747105,cant believe everyone is getting the swine flu...,0
4100442104,"Feel very low today the swine flu getting me down , head feels like its got a lead weight on it",0
4101574411,@kimbumm what hyun joong is really swine flu ? I'm very worried,1
3710966914,this flu is getting on my tits,0
3711118304,c) I had bird flu  d) all of the above  e) none of the above,0
3711044605,"Today i feel a lot better, getting over the flu. Gained 5lbs. due to not wanting to eat, lost my appetite, now back on track.",0
3711195205,"worry, worry worries. Bloody flu !!",1
4102853105,Shutting the computer down. Trying to keep this flu at bay by getting an early night/morning. It's 12:22AM lol.,0
4104741800,@imsoharlembitch u still got the bird flu? what's up w/ the pic?,1
3713616208,Happy Wednesday! Making preliminary calls for swine flu on college campus'. R u worried? R u taking more precautions? Let me know.,1
3714539712,Are you worried about this Novel H1N1 Swine Flu? Take the poll and see what others say. #Swineflu #h1n1 http://cli.gs/1apqA,1
3713964306,"Amazed that H1N1 has mostly supplanted ""swine flu"" in the vernacular. I worried that the name would shift, but to ""Mexican flu"" or somesuch.",1
3715071309,"SWINE FLU SWINE FLU SWINE FLU. There, you all should be scared now. :-)",1
4112693701,Bird flu is a terrible sickness!,0
4112711902,Have a Great Evening Everyone!  Spending the weekend playing 'Dr. Mom' to Kathryn - flu symptoms but getting better by the hour. Phewww.,0
4114116802,"WIfe is out ot town, I have the flu, kids are driving me crazy, and I'm thinking about buying a used Fender Deluxe Reverb.",0
3715069711,"@thekin @stephanieeking is home with the flu, and getting a tweet from you guys would make her day better, how about it?",0
4120761905,"ugh, I can't sleep because I have this stupid mini-flu due to getting a flu shot from winn-dixie... wtp?",0
4127104006,Just thinking i feel like a completely different person from my swine flu experience till now...great is Your faithfulness!,0
4128317608,"is thinking she's going to miss Mass today.  Husband has flu, and I'm achy with headache.",0
4129005214,My school may be getting closed because everyone has the flu hahahah!,0
4129708105,im getting over this stupid flu and doing hw ok where do u use equations in life and intergers and crap like i dont understand it,0
4133690600,Running to the store bc the Wonder Twin is sick. Getting him some Thera-flu. I'll be back.,0
2043818401,Officials worry about swine flu preparedness amid budget cuts. http://bit.ly/J2gZX,1
2047671002,Just got lectured on how the swine flu = created by gov't to instill fear and make us all conform... riiiight,1
4134880803,My dad just scared me that I might have the swine flu. Going to health center right after class tmrw!!,0
4136056600,http://twitpic.com/iizuf - buddy napping!! ha! pls pray for our other pup 'moey' - he has flu... getting old... :(,0
4136518202,Uh oh. Getting sick. Hope it's not the swine flu.........,0
4137451905,Sometimes I fantasize about getting swine flu so I don't have to go to economics.,1
4138501505,"I think I might be getting sick ftl, fml.......no swine flu",0
4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
4139801011,@orphanslop You can have bird flu and still wear the mask.,1
4141578206,worried that the hangover of hangovers has now turned into a rather critical case of Man Flu! Roll on the Lemsip. *Cough Cough*,0
4142258601,[NYT] Faith Conquers Fear of Swine Flu for Fans of Naples's Patron Saint: A singular announcement colored the an.. http://bit.ly/u6rnb,1
4142672607,Flu getting worst fff damiit,0
4142985613,@Frenchywilson oh thanks ;-) But I have got man flu! Time to be over now tho cos I am getting bored of it.,0
4150648301,"had the afternoon off as fear i may have come down with a severe case of *man* flu. Well, i think it's bad. But that's a primary symptom...",0
4151472409,RT @KOINkeepitlocal: What questions do you have about Swine Flu/H1N1? Are you concerned about contracting Swine Flu?,1
4151895812,Firm just sent around a memo. Apparently we're all getting swine flu this year. Yay!,1
4152540506,"At home with a snotty nose little boy hope he gets better soon. Everyones gettin the flu, got me scared!!",0
4152653914,"Sitting in the waiting room, waiting to be told I have the flu. Really, though, I'm thinking about ice cream.",0
4153542014,"@RoseyMainvein on plus side I won't get ill from yukky students spreading germs but on minus side, worried about stories from last flu shot",1
4153863714,i think i'm getting piggy flu....,0
4153996013,"My mom has the flu, not sure if it's swine or not...she does work at a hospital. I told her I would bring her gingerale but I am scared...",0
3719065603,campus might be shut down for 4-6 weeks because of another swine flu outbreak. i feel like i'm getting sick. this is definitely the whomps.,0
3719682512,Getting sick for the hundredth time this summer...wish I could get swine flu and then just be immune to it for the rest of my life...,0
3720173007,ryan is sick and thinks he might be getting the flu. noooooooo!!!!,0
3720343307,Think I'm getting flu. Hurt all over and have sore throat. Boo!,0
3720468614,@lau56 So you guys are just joking around. That is good because I worry about you guys being in icky places. You could get the flu-->shots!,1
4155947511,Oh no...wife has body aches and feeling fatigued...hope she is not getting sick right after me. Stupid flu!!!,0
4156570409,"@hornOKplease First, I was joking. Second, it would be more likely for me to get bird flu in Asia.  I probably just got dog flu",0
4157656713,"@theshadesofpink Yeah, it's just another flu bug. If i had other med probs I might worry aboutr it. HIV, real old, Cancer n the like.",0
3720825812,"The Girl has had no fever today, so I'm thinking school tomorrow. I'm hearing about all the flu & strep bugs flying around here, not good...",0
3721110705,Everyone is getting the Flu,0
3721175311,"@mikeyscummers You're just a FLUzy! Or telling PORKies! I'm sure it's SNOT swine flu! Maybe bird flu, if you're feeling under the FEATHER? x",0
3724142507,"I got the dreaded flu mist, think its getting me sick. BOO!!",1
4159462603,"So, who thinks the swine flu is going to become a pandemic this winter?  Napolitano is downplaying it. That alone is a reason for concern!",1
4160064002,@EricaHargreave oh no! flu! get well soon! everyone's getting sick! :/,0
4161443508,"@EricsLightTight I'll be in and out, OOC I'm super sick, afraid i have the flu. i dont know yet.",0
4161908902,@MarcoCervantes baby ...eh hmm. idk what to say. ashley is sick like flu ish? im afraid,0
3728664814,So I think I'm getting sick and all of my friends keep telling me I have swine flu. That is not funny.,0
3728783313,@redstar57 How exactly would a bird have swine flu?,1
4162829704,"Worried about swine flu? Sleep may be the best prevention for cold, flu http://ow.ly/oFIt",1
4163029103,@puddincup8 yeaaaaaaaaaaa i dunno if i'm getting a flu shot. i only get sick like once but it's warmhere so that's ok and shots make me sick,1
4163528202,I'm getting sick. I hope it's the swine flu.. Cause the regular flu is boring.,0
4164665200,@MadisonPettis22 thats weird cuz alot of ppl in my skool were getting the flu too. i guess its flu season.,0
3732339510,"@Mickyoochun I knew that my Idol, Ryo was sick (Flu A maybe H1N1), I'm sad & worried. No one can know who he is for me. Can't say with words",0
3733228912,im planning on getting a flu shot today... you guys should get one too.,1
3733894604,"Start getting ready for flu season. 4-oz Flip -cap Purell $2.29, Purell wipes get a  bucket of 700 wipes for only $41.00",1
4166168505,"A sign I'm getting better, I can't sleep because I'm coughing stuff up non-stop.  Time for the Thera-Flu.",0
4166336700,@MisterNoodle WHAT HAPPENED TO YOUR FACE!!!  (bird FLU?),0
4168647302,"freaking out worried. Son may have swin flu. He was sick last week, he got better for 5 days, and now he's had  ... http://lnk.ms/0Tm8y",0
4168794106,At the moment i am just getting over swine flu don't want that again,0
4169013713,"Arrrgh!!! team Mckee have all been in our sick beds with flu. for the past week but we are getting better, sniff! sniff!",0
3733952205,RT doesn't seem odd that the swine flu is getting so much hype while Obama is trying to push thru his health care program? (via @lleslea),1
3734380611,Feeling down from flu? Don't worry about going to work or class. Feel better and check the latest info from UHS! http://bit.ly/e6Ic4,0
3734760307,"You know you are getting older when the doctor offers you a flu shot and your response is ""oh I'd love one!""",1
3734836209,"had a much better night sleep last night. must be getting better. yippee!  must've just been a cold, or i handled swine flu really good. lol",0
4170287011,"Guys, I think it's official.  I have the disease everyone is talking about: Bird flu.",0
4170424008,"And Im not going to work anymore, not because im scared of u turning me in, getting caught. I have the swine flu!",0
3735043814,I already had enough sleep todayy.. My flu is still the samee.. Yet my massive headache is getting worstt.. )=,0
4170825607,@WendyJackson good morning Wendy I missed u this morning hope ur doing fine I've been at home with the flu getting over it already,0
4174178812,getting better slowly |-) think i got the flu!,0
4175293601,@tator_totty cuz your lungs and shit huh? i really hope you dont have swine flu and die because you were afraid of the doctor and his swabs!,0
3737652014,Just got flu shot. Arm feels heavy. Eyes getting sleepy.,1
3738564906,@MMS_Africa Thanks for the feedback. Read that it was scary because it went from animals to humans unlike the bird flu.,1
3644630507,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,1
3740340602,@EffRonca i guess in '76 more people died of the nerve disease caused by the vaccine than the actual swine flu. im so not getting one.,1
4176866503,@Beckabee2 School! =) And don't worry about your headache. You don't have the swine flu. You? =) wuu2 today?,1
4177073710,Getting a flu shot at Wallgreen's near my office. Very convenient.,1
4295383800,"this swine flu stuff is all over the news again, I'm not getting the shot and neither for my kids why give them the virus twice! OMG!",1
4295400808,@smitj052 getting over the flu and practicing for my show on Friday! :),0
3644630507,The approach of winter and flu has you worried? Worry no more Click Me for Health Now http://bit.ly/Tl8iC,1
3742000813,Thinking of reason NOT to go to the ER... So far I've come up with I REALLY DON'T WANT TO EXPOSE MYSELF TO THE SWINE FLU.,1
3742024711,"I am getting sick... I got whatever it is that is going around... sore throat, runny nose, fever... hope it's not swine flu!",0
4296522409,No1! Keep that mess. Feel better though for real. RT @captain_taco: I think I may be getting sick. who wants swine flu?,0
4297171212,@katiewine girl i know. i am scared shitless of the swine flu though.,1
4297607203,I think i am getting swine flu.,0
3742657306,"@kendraraquel time of month? I just realized that's why I slept for 12 hours yesterday, I thought I was getting the flu, but no",1
3743344807,Fuck! I feel like I'm not getting any better... fucking flu -.-,0
3743739810,I think i'm getting paranoid about the swine flu...,1
4298699104,"Now the wife is getting sick, the flu has come full circle.",0
3743977508,Who else is worried about Swine Flu?? #diabetes,1
3744107008,OK getting past this flu thing. It's been tough on me. Back to work tomorrow.,0
4300969109,RT @DeuceRed: @iShatara @misspeaches501 when yall going?! ummm when did u catch the bird flu?,0
3747031009,A little worried about the swine flu epidemic!,1
4302923609,The swine flu is getting too close for comfort and i dont like it,1
4304111502,Whoa everybodys getting swine flu!!!,0
4304700711,"Trying to jumpstart some more records tonight. I'm getting sick!!! Ohh Nooo! I DayQuil, it was a brief leave but flu season is creeping back",0
3748182614,"@DinaHackerHeise how about mad cow, MRSA, West Nile, and Bird Flu?",1
3748671214,"Oh goodness me. I'm getting sick. Let's hope it's not from Swine flu. Oink, Oink.",0
3749103908,Just saw a biker on franklin with a face mask. Scared of swine flu?,1
3751367509,@gruber Would that be bird flu?,1
3752412005,Homeoffice today. Feels like getting a flu or something....  #fb,0
3752416002,"@GlamGirlxoxo Yes,it was called the Mexican flu. I think it all is going to far. the doctors are flooded with patients thinking they've it!",0
3761254200,@LAC83 swine flu is getting bad here,0
3761530800,@ThatQTmarcus I'm gonna give you SARS and the avian bird flu. Oh and H1N1.,0
3761530800,@ThatQTmarcus I'm gonna give you SARS and the avian bird flu. Oh and H1N1.,0
4312408511,I'm sick :/ and there's swine flu @ School! I'm scared!,0
3764129812,"@hokielove At least you won't have to worry about catching swine flu.  See, another positive of watching from home :-)",1
5127544614,Hmm well I am not feeling well!! Okay no I dont have the Swine Flu I am just feeling anxious for my parents to come back home,0
2859038109,I am lying in bed getting over swine flu,0
4314183701,"Getting ready for work, don't really feel 2 - ohhh hate this weather i think i got a flu",0
4314353109,My cold is getting the best of me! Ughh drinking Thera Flu with an english muffin. Hopefully i'll feel better soon:-/,0
4314993109,hubby's home w/the flu :-( I'm bringing him groceries and getting the heck outta there! #fb,0
3768051102,"Is it possible to watch the entire series of the wire in a weekend?  With the flu, I am thinking YES.",0
3769743807,Everybody is qettin thaa flu.!!!! I'm scared.,0
4317662012,worried that our office is becoming a sesspool of swine-flu.,0
4317760800,"Recovering from possible flu - I'm so behind the times, it was probably Bird Flu.",0
4318729613,"Im afraid to go to doctors,i might catch swine flu when i go there. Then im screwed.",1
4319062408,is scared of H1N1 Swine Flu but I saw Outbreak and more scared of monkeys,1
4319722603,"RT @DeuceRed: i no longer have the ""bird flu"" YAY!!! @misspeaches501 whoooo hoooo",0
4320859211,At the doctor getting checked for swine flu.,0
4321117302,I got flu and it's getting worse!,0
4321332103,just getting better cos i had the swine flu .,0
4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
4321732513,back and throat hurt. determined i'm oging to end up getting swine flu :( hope i'm wrong!,0
4322103512,@gotpassport im more than a little distressed about this flu-like disease spreading among the Karen kids. have you read any other reports?,1
3774368704,MY BROTHER IS IN THE BOARDER LINE OF GETTING SWINE FLU !!!,1
4323306801,@courtneyguenser oh man! so sorry to hear that Court :(  This flu stuff is getting rediculous!,1
3781919501,"rt @poetprodigy7: This probably sounds bad, but I don't much care about prison inmates getting swine flu. Better them than me.",0
3783354112,"@blevinsa I'm completely with you, every year I scoff at the idea of getting a flu shot. And I'm not getting three shots this year!!",1
3784539411,"Everyone's getting sick all of a sudden. Cory's friend has the Swine Flu, Cory had a cold virus, two of his roommate's have strep and mono.",0
3791747106,"@Adriennevh Thanks!  Now my little girl (5) has a slight fever.  Should I fear swine flu?  I mean, not sure we will make a movie tomorrow.",0
4328843402,"got a flu shot a couple hours ago and it feels like someone punched me in the arm. But hooray, I won't be getting the flu this year EITHER.",1
4328910405,Why is everyone getting Swine Flu?,0
4329031609,Is China next stop for bird flu? - What is the Word http://ff.im/-8Cbe1,1
3795893600,New post: Should You As A Parent Be Worried About The Swine Flu? (http://cli.gs/BYZd2),1
3797825309,one of my classmate got the h1n1 flu so it's likely that I may already caught it.... I'm not afraid but I hope they won't cancel classes,0
3800152200,"I think I have the tweetypig virus..  You know, the swine and bird flu all in one.  I'm going back to bed.  Let automation do it.",0
4330944213,RT @theRealEsthero: my computer is filthy-- your gonna catch the twitter bird flu -- use hand sanitizer on your keys,1
4330979709,"@BriannaBanshee @joeboyfresh good news no h1n1! bad news, i did get this season's flu, which only 2% of the population is getting this year.",0
3803736207,"@Denvo1 nope, i think i'm getting the flu or something :\ x",0
3804287702,never woulda thot my gma to be scared of the swine flu. lol,1
3804789103,yes virus dari gw. RT @mrcandries: eek im getting flu. *uhuk uhuk,0
3805543501,"Mum is starting to think i might be getting swine flu... thats worrying, she usually just tells me im overreacting",0
4333996104,Still sick. Getting rid of the swine flu is not easy. Too bad I'm another statistic :(,0
4334452805,"getting tired of watching TV.  I know, you never thought you'd hear that from me, right?  Flu = boring.",0
3811211807,@BarelyKnit the last two places ive worked at and the current one have all had someone infected with Swine Flu. Doesnt worry me at all,0
3812682208,"I'm still a sick puppy, damned annoying a tenacious is this flu bug. stilol, we are getting there slowly but surely :)",0
3813259600,Am I getting flu A-H1N1? OH NO!! help..meeee!!!,0
4339980506,Feels like I'm getting flu-ey..,0
4340327509,@GillianCohen uhh is this true? RT @dougbushbc @beckyhammer Gilly's mom has Bird Flu,0
4341491009,@drspectrum Is it the bird flu?,1
3817844111,@lazoug Lol! Don't be scared! Who you been schmecking with lately? Does he gave the flu? Lmao!,0
3818035104,@lazoug don't worry! You'll be fine lots of rest and chicken soup! You are supposed to starve a cold and feed the flu! So get plenty to eat!,0
3818407608,@HWhitters  i like your quick thinking. i have a flask of tea incase we're there for a while. and a mask so you don't catch my piggy flu,1
3819000114,Codes have their first swine flu winner! Congratulations Ciaran on being number 1 at getting swine flu!!,0
3819272806,Seem to be getting more ill each day.....it better not be bloody swine flu!!!!!!,0
4341771707,Word on NY1 They got a new a aids vaccine and its lookn real promising. Niggaz scared to take the flu shot. u think they takn dis?,1
4524676202,Getting a flu shot!,1
3820242406,Hey every1 hows it goin?%aI just got up from a long week of fever..­ont worry not swine flu..,0
3820737314,afraid to get the flu...=( don't want to be sick for ATL,1
3820776603,HEY! GUESS WHAT! I'm getting the flu. lovely. isn't it?,0
4342628412,"Getting bloodwork done at a lab where even the nurses are coughing. The state rife with swine flu, yet I get stares for wearing paper mask",0
4342671309,"Good Morning Ya'll, Getting the lil one ready to get her flu shot, so this afternoon's going to be hell but i get an entire wknd w/o bitchin",1
4342728701,Oh the joys of flu season..all my classes are getting cancelled here and there.:),1
4343190414,hatchi-hatchi-sroottt-sroottt!!! this flu is getting worst!!!,0
3821139608,@SKTglambert Don't worry. That happened to me too. They did a nasal swab (yuck) and told me it wasn't swine flu.,1
3822715603,@BankyW watch out for bird flu...,1
3822965310,Whole foods Dedham= Disney world for me . More photos to come on blog soon now that I'm getting over my flu :(  http://twitpic.com/gv92p,0
4344180307,Find myself at home again. Gotta love martian flu getting it's second wind!,0
4624560710,Swine Flu - How worried are you? - Take our poll now and check out how others feel! http://bit.ly/A07Zq - Vote Today!,1
4344712307,@MommyMelee I had mine Tuesday morning and it's still hurting a little bit today. I guess it's better than actually getting the flu.,0
4344934808,Can you believe it? Got a chest infection & prone to the odd cough.  been asked (at LHR) by a worried looking stranger if I have swine flu,1
3825348204,I think im getting flu :(,0
3826105704,"@HypFoods ??? Of course we are concerned, we just aren't panicked.  Lots of good treatments for flu, even homeopathics",1
3831900509,@HOTMOM68.  Thanks. I did. But now feel either extremely tired and worn out or maybe getting the flu. Ache all over.,0
3832563813,"@verastic Ha, there u are! Was getting worried, thinkin you'd gone AWOL on me. I thought Nwoke Ocha got berra. Wharrapnd 2 him? Avian flu?",1
4347493308,"RT @YungCEOJust like the Swine FLu Vaccine, Ppl are getting it then gettin sick... come on now...<<------hea yuhhh its a set up!",1
4347555208,"Good news: Thanks to a bevy of class cancellations, the weekend starts RIGHT NOW. Bad news: I might be getting the swine flu again.",0
4348028613,@kriten I don't know which I'm more afraid of - ghosts or the swine flu! Because they both kill.,1
4348454612,"I'm dying with the flu (not literally). Its actually getting better but it's leaving me with a very irritating, painful cough.",0
4348879100,"@Saramaria I'm just getting over being so sick, I think I had or have the flu :(",0
3833284201,"@tiffanykyla yeah, i think im getting the flu, pray its not...",0
3834664412,@kamille2uboo hey cuz happy labor day..im here getting over a bad episode of the flu...,0
4352674905,"Looks like H3N8 dog flu has hit this RI canine home.awaiting vet call.4 dogs with symptoms...sneezing, sleepy, runny eyes & worried petowner",0
4353145409,"getting over the flu, now having either allergy problems or a cold! MAN!",0
4353507712,MY ROOM&BATHROOM SMELL LIKE BLEACH&VANILLA! =] THE DR SCARED ME W/THE SWINE FLU TALK. LOL.,1
3838365602,Oh no my babyboy has the flu. It got me worried because he has asthma. Need to keep a close eye on him today!,0
3841616713,Jaebum resigning from 2PM and Hyunjoong getting swine flu. HAHA.,0
4354208507,@md_phd Beats getting the flu! A small price to pay!,1
4354833114,Just getting over the flu. Reading and listening to Taylor Swift,0
4356337512,RT @Rachel1919 RT @mightyminimoose How to Prevent Your Child from Getting #Swine #Flu http://is.gd/3D2hW #parenting #health #wellness #H1N1,1
3843317200,"Slept horribly last night--had a horrendous sore throat and kept thinking I had swine flu.  Feeling a bit better now, but still not 100%.",0
3843561013,@chriss_yst I've been so worried about her. Don't think Holly should get Tamiflu as she's been so ill in past.Think I probably had Swine flu,0
3845053214,Lots of swine flu fears/rumors circling.  Are you worried?,1
3845580705,Sitting in the dr's office with my daughter. Doctor said she's worried about the upcoming flu season.  Its important to get your flu shot.,1
3845813414,"yeah, so, according to my RA, we are all getting swine flu. Thanks that boost, Anand.",1
4357990514,i was actually hungry for dinner. Im still coughing but maybe i'm finally getting over this stupid flu.,0
4358345500,Please be praying for Anna..she doesn't seem to bet getting better. 1/2  her class is out with the flu. i'm takin her to dr in the AM #lccgc,0
4358364601,I think im getting the flu...:(,0
4358427902,"I feel like crap. Stuffy nose, head ache ect. Hope I'm not getting the flu.",0
3850231902,"This is bull-shit, getting sick because sick people don't stay home when they should! Arrrrgh! It better not be swine-flu. Gross!!! #paxflu",0
3850598009,@glossyglosoli Lame. Stop getting swine flu everyone.,1
4364419807,getting flu attack..... :((,0
3853397305,"The flu still kicking me. Dun wanna be close with twins, afraid they got infected but...no choice. Stay healthy babies.",0
3853414414,"2.11am, feeling crap. V sore throat, sinus pain, cough, aches, short of breath. Scared - had pneumonia 1.5yr ago, doc 1st thought flu. :(",0
3853469002,"Being sick with what is either #paxflu or the flu that I *brought* to PAX.  However, I stayed home to prevent getting the offices sick, and",0
3854281905,Littlest girl has the flu. And an obsessive urge to roll around in mud. Should I worry?,0
3854307511,"In other news, I am definately getting sick. And before someone says it, no. I don't have swine flu.",1
4365948105,"Kid #2 now has the flu-youngest this time - thinking the mama might be a little touched, too ;-)",0
4366208606,if I hadn't been to hospital twice I'd be sure I have swine and bird flu a  once! a week out of commission??,0
4366769702,"Getting my flu shot this morning. Gotta be honest, not excited.",1
4366891503,"getting over this flu, oregano tea works! ^_^",0
4367040808,Listening to the radio. Apparently getting the seasonal flu shot increases the risk of H1N1. Ontario changing their flu shot strategy.,1
4367051114,"Good morning!  Not a good friday, seems like my flu is getting worst.    It's a good thing I can still socialize without infecting anyone:)",0
4367281808,@SteveShark Cheers- it's not so much the flu as the effect it has on my heart problems that's most concern. Fivelive is constant presence :),1
3855623501,"@SaintCurmudgeon Wow, is it that serious? I've been nervous because I've had a high fever for a week, plus a stomach bug and flu symptoms :(",0
3855641401,Running is jinxed. Just getting over injuries but now down with sinusitis and flu. Should concentrate on business growth plans instead.,0
4367292106,J'sar at San Fransisco International - http://bit.ly/4iBnS0 - I was getting over the flu - caught it a week before a had to leave,0
4368247210,"I just completely bombed my test... woops! 
I think I'm getting swine flu",0
3861416801,"feeling sick, damnit. everyone's getting the flu.. :(",0
3862111708,Feeling under the weather... thinking that Husband passed his flu-like symptoms on to me.  Opting to go in a bit later this morning...,0
3862239807,"@talene1659, when you sneeze into your elbow, you don't spread germs, remember swine flu is a big concern.",1
